School Name,Department Name,URL,Degree,Description
Newcastle University,Animal Behaviour MRes,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4825f%2F&auth=Az2uFKcy78Jsaica3fYRVw&profile=_default&rank=162&query=%7CstencilsCourseType%3Apostgraduate,Animal Science,Our Animal behaviour MRes explores the exciting and theoretically rigorous area of the biological sciences.
Newcastle University,"Animal Science MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8010f-69%2F&auth=mp8F%2FhRi66VRjALMZKQtQQ&profile=_default&rank=164&query=%7CstencilsCourseType%3Apostgraduate,Animal Science,"Join us for your MPhil or PhD in Animal Science. Our research areas include animal health and welfare, and the safety and quality of livestock products."
Newcastle University,Animal Welfare MRes,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4873f%2F&auth=RVn%2BhbEmoh%2BwKyIesEH8%2FA&profile=_default&rank=216&query=%7CstencilsCourseType%3Apostgraduate,Animal Science,"Our Animal Welfare MRes explores the welfare of laboratory, farm, companion and wild animals."
Newcastle University,Applied Educational Psychology Doctorate (DAppEdPsy),https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8907f%2F&auth=LnP%2F2O9qYYv6fqqhAtRLjQ&profile=_default&rank=54&query=%7CstencilsCourseType%3Apostgraduate,Psychology,Our Applied Educational Psychology Doctorate allows you to become a registered educational psychologist in the UK. Accredited by the BPS & approved by the HCPC.
Newcastle University,Applied Linguistics and TESOL MA,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4056f%2F&auth=MXAW4SdkkA8OcmetheKqBQ&profile=_default&rank=273&query=%7CstencilsCourseType%3Apostgraduate,Linguistics and Applied Linguistics,Our Applied Linguistics & TESOL MA provides theories and methods in teaching English as a second language. Learn how to develop research skills to enhance your professional performance.
Newcastle University,Archaeology MA,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4089f%2F&auth=QdD5aJc%2FsL8iSSFvI5Gw7g&profile=_default&rank=305&query=%7CstencilsCourseType%3Apostgraduate,Archaeology,Our master's in Archaeology inspires you to think about the human past from a variety of thematic and analytical perspectives.
Newcastle University,"Archaeology MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8210f-52%2F&auth=etCE1p%2BEb7TQIgR%2FNeMlaw&profile=_default&rank=274&query=%7CstencilsCourseType%3Apostgraduate,Archaeology,Through our MPhil and PhD in Archaeology you'll conduct original and advanced research into a specialist area of archaeology. 
Newcastle University,Architectural Practice and Management PGDip,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F3360p%2F&auth=HpycqxywGXB2bYWjcONe1A&profile=_default&rank=41&query=%7CstencilsCourseType%3Apostgraduate,Architecture and Planning and Landscape,Our Architectural Practice and Management PGDip prepares you for employment as an architect.
Newcastle University,"Architecture, Planning and Landscape MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8160f-37%2F&auth=yfXNbcwyVLHDGrouNuG%2FgA&profile=_default&rank=196&query=%7CstencilsCourseType%3Apostgraduate,Architecture and Planning and Landscape,"We welcome MPhil and PhD proposals in any topic related to architecture, planning, or landscape."
Newcastle University,Automation and Control MSc ,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5057f%2F&auth=Lsj9UP7T4IxC71%2FK2Yl2Sw&profile=_default&rank=261&query=%7CstencilsCourseType%3Apostgraduate,Electrical and Electronic Engineering,Our Automation and Control MSc is an industry-focused course that prepares you for a career as a design or development engineer. 
Newcastle University,Banking and Finance MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5148f%2F&auth=hePMERNVb8jHKGjxFD8sqg&profile=_default&rank=275&query=%7CstencilsCourseType%3Apostgraduate,Finance and Accounting,Our Banking and Finance MSc gives you the skills and expertise to pursue a career in the banking and financial market industries. Apply now. 
Newcastle University,Behavioural and Experimental Economics MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5466f%2F&auth=RJB%2BNa8PwCgT98DO4sn%2FKw&profile=_default&rank=73&query=%7CstencilsCourseType%3Apostgraduate,Economics,Specialise in behavioural economic theory and experimental methods. Advance your economics career with our Masters degree. Apply now.
Newcastle University,Biofabrication and Bioprinting MRes,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4864f%2F&auth=FF4DLQ9qgS134qefAUc2pw&profile=_default&rank=95&query=%7CstencilsCourseType%3Apostgraduate,Biotechnology,Our Biofabrication and Bioprinting MRes combines expert teaching and research components in medical sciences.
Newcastle University,Bioinformatics MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5198f%2F&auth=y4iCrmrGyW8SBVMJXUATqQ&profile=_default&rank=179&query=%7CstencilsCourseType%3Apostgraduate,Computer Science,"The Bioinformatics MSc combines foundational skills in bioinformatics with specialist skills in computing programming, molecular biology and research methods. "
Newcastle University,"Biology MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8020f-10%2F&auth=2Rqdlw1sPmb04WYeIbM93w&profile=_default&rank=237&query=%7CstencilsCourseType%3Apostgraduate,Biology,"We invite proposals for MPhil and PhD research projects in our three main research areas of biodiversity and conservation, agri-environment, and microbiology."
Newcastle University,Biomedical Engineering MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5204f%2F&auth=CNrUiSvO%2B30jeQ4QAtTiNg&profile=_default&rank=303&query=%7CstencilsCourseType%3Apostgraduate,Electrical and Electronic Engineering,"The Biomedical Engineering MSc provides you with technical knowledge, analytical ability and transferable skills in exciting and fast-developing fields."
Newcastle University,"Biomedical, Nutritional and Sport Sciences PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8853f%2F&auth=4jV9UbMneJoH9tBbdSvQqg&profile=_default&rank=92&query=%7CstencilsCourseType%3Apostgraduate,"Biomedicine,  Sport and Exercise Sciences","Explore cutting-edge health science research across biomedical, nutritional, and sport science disciplines with our MPhil and PhD"
Newcastle University,"Biomedicine MPhil, PhD, MD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8300f-74%2F&auth=36FSfHn4KsnPFezeRKkd7g&profile=_default&rank=302&query=%7CstencilsCourseType%3Apostgraduate,Biomedicine,"Explore various areas of disease affecting patients' lives with our MPhil, MD and PhD Biomedicine at Newcastle University."
Newcastle University,"Biosciences MPhil, PhD, MD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8300f-77%2F&auth=vhbEJJTeaM9VmNCF8nOMJg&profile=_default&rank=185&query=%7CstencilsCourseType%3Apostgraduate,Biosciences,"Our MPhil, MD and PhD Degrees in Biosciences study the fundamental biology of life, driving forward a mechanistic understanding of human health and disease and the development of next-generation clinical therapies."
Newcastle University,"Biotechnology (Biological, Agricultural and Environmental Sciences) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8020f-9%2F&auth=SrmTQveIEMkO%2BIPMEa%2BtjA&profile=_default&rank=50&query=%7CstencilsCourseType%3Apostgraduate,Biotechnology,Explore a wide range of biotechnology research areas with our Biotechnology PhD and MPhil at Newcastle University.
Newcastle University,"Biotechnology (Marine Sciences) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2Fbiotech-marine-sciences%2F&auth=5ms%2FLjN1RIb4CE0yD981ZA&profile=_default&rank=281&query=%7CstencilsCourseType%3Apostgraduate,Biotechnology,Explore the field of marine sciences with our Biotechnology PhD and MPhil at Newcastle University.
Newcastle University,"Biotechnology (Medical Sciences) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8300f-95%2F&auth=lwKxyTlzsAoh8qH2Ggug7Q&profile=_default&rank=183&query=%7CstencilsCourseType%3Apostgraduate,Biotechnology,Explore the field of medical sciences with a Biotechnology PhD and MPhil at Newcastle University.
Newcastle University,Biotechnology and Biodesign MRes,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4868f%2F&auth=bvZYutVCAsBj3hUa5MBsmw&profile=_default&rank=72&query=%7CstencilsCourseType%3Apostgraduate,Biotechnology,At Newcastle Uni our MRes provides a foundation into how design and engineering approaches are used in the creation of new biotechnological processes.
Newcastle University,Biotechnology and Business Enterprise MRes,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4819f%2F&auth=EcPrx%2F77lCm6S9bbvzcmng&profile=_default&rank=217&query=%7CstencilsCourseType%3Apostgraduate,Biotechnology,This Newcastle University MRes explores how to turn research laboratory breakthroughs into successful biotechnology companies.
Newcastle University,Business Analytics MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5492f%2F&auth=IhkTzqGpbVt74x5%2FR9PB6A&profile=_default&rank=286&query=%7CstencilsCourseType%3Apostgraduate,Business and Management,Transform your future and drive innovation with our Master's in Business Analytics. Gain practical skills in data analytics and data science. Apply now!
Newcastle University,Business and Management PhD,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8240f-65%2F&auth=P65BtgbJYIWLEen%2FiXh4Vw&profile=_default&rank=153&query=%7CstencilsCourseType%3Apostgraduate,Business and Management,Our Business and Management PhD programme aims to develop rigorous scholars who can advance both academic knowledge and business practice.
Newcastle University,"Cancer MPhil, PhD, MD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8300f-127%2F&auth=%2BfrJvZFFVqkAli2zITSvXQ&profile=_default&rank=283&query=%7CstencilsCourseType%3Apostgraduate,Cancer,We share a common purpose in our cancer research at Newcastle University. This is to improve treatment outcomes for patients with cancer.
Newcastle University,Cancer MRes,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4816f%2F&auth=%2B391U%2FEr9gCfirUo05WxIA&profile=_default&rank=214&query=%7CstencilsCourseType%3Apostgraduate,Cancer,The Cancer MRes at Newcastle University allows you to explore clinical and pathological aspects of cancer.
Newcastle University,Cardiovascular Science in Health and Disease MRes,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4837f%2F&auth=be2bLd%2BQs7%2F0WJVNfuqNJQ&profile=_default&rank=246&query=%7CstencilsCourseType%3Apostgraduate,Biomedicine,This Newcastle University Postgraduate Degree allows you to explore cardiovascular science in health and disease.
Newcastle University,"Chemical Engineering MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8030f-12%2F&auth=UOWra6FSzpUaiqx%2FiYyu2w&profile=_default&rank=232&query=%7CstencilsCourseType%3Apostgraduate,Chemical Engineering,You may work on multidisciplinary research projects in collaboration with colleagues across the University or from external organisations.
Newcastle University,"Chemistry MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8100f-34%2F&auth=TePA8j5XtMpAyR%2BrIAd%2F2w&profile=_default&rank=252&query=%7CstencilsCourseType%3Apostgraduate,Chemistry,We have an international reputation in a wide range of fields from catalysis to anticancer drug design and molecular photonics to nanotechnology.
Newcastle University,Chemistry MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5371f%2F&auth=bGguIvgCIevO%2B91a2069Sg&profile=_default&rank=78&query=%7CstencilsCourseType%3Apostgraduate,Chemistry,"Study modern chemistry with advanced training in organic, inorganic, and physical chemistry during our Chemistry MSc course."
Newcastle University,Chinese Studies MLitt,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F7824f%2F&auth=Oil2v%2FiGXkIeCqSs%2FNdwBg&profile=_default&rank=108&query=%7CstencilsCourseType%3Apostgraduate,Modern Languages,This research Master's in Chinese Studies includes taught and research-based elements. You'll focus in-depth on one aspect of Chinese studies.
Newcastle University,"Civil Engineering (Environmental) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8040f-15%2F&auth=KJK%2F0Wk67Ked4eBHyYN4sQ&profile=_default&rank=251&query=%7CstencilsCourseType%3Apostgraduate,Civil Engineering (Environmental),Newcastle University uses science and engineering principles to assess and mitigate pollution for the benefit of human health and the environment.
Newcastle University,"Civil Engineering (Geotechnical and Engineering Geology) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8040f-16%2F&auth=6cVm5GSaMt8m31XeKjrRqw&profile=_default&rank=87&query=%7CstencilsCourseType%3Apostgraduate,Civil Engineering (Geotechnical and Engineering Geology),At Newcastle University you'll work with academics who are leaders in their field so that your research has a real impact on civil engineering.
Newcastle University,"Civil Engineering (Structural) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8040f-17%2F&auth=1BvRJW8OE1vYxrGEQm1YhA&profile=_default&rank=197&query=%7CstencilsCourseType%3Apostgraduate,Civil Engineering (Structural),Newcastle University are developing internationally competitive research in advanced computational solid and applied analytical structural mechanics.
Newcastle University,"Civil Engineering (Transport) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8040f-21%2F&auth=v8ignguIdIiiaViAlYRhXw&profile=_default&rank=247&query=%7CstencilsCourseType%3Apostgraduate,Civil Engineering (Transport),Newcastle University conduct world leading research with commercial impact. Develop your work into innovative research through working with our experts.
Newcastle University,"Civil Engineering (Water Resources) MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8040f-18%2F&auth=I7kLUz2%2F0Ap16z2x5w918g&profile=_default&rank=253&query=%7CstencilsCourseType%3Apostgraduate,Civil Engineering (Water Resources),Newcastle University have a broad range of civil engineering water resource research. It has global consequences and our academics are leaders in their field.
Newcastle University,"Classics and Ancient History MPhil, PhD",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8210f-53%2F&auth=EnXXNu5R8Tg2XvSSLO9lkw&profile=_default&rank=243&query=%7CstencilsCourseType%3Apostgraduate,Classics and Ancient History,At Newcastle University we welcome postgraduate Classics and Ancient History research students in any of our areas of research expertise.
Newcastle University,Clinical and Medical Sciences Education PhD,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8300f-130%2F&auth=bQ6Lq%2BaXbKP7e%2F5mznKnUQ&profile=_default&rank=186&query=%7CstencilsCourseType%3Apostgraduate,Clinical and Medical Sciences Education,"Our MPhil, PhD and MD Clinical and Medical Sciences Education specialises in many areas of research, including clinical and medical education, health professions education, anatomical sciences education, and medical and health sciences education. We"
Newcastle University,Clinical Echocardiography PGCert,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F3183p%2F&auth=yU6Q75sfwVkmQwaZ7QVcCA&profile=_default&rank=36&query=%7CstencilsCourseType%3Apostgraduate,Medicine and Surgery,"Enhance your educational practice, skills and knowledge in Clinical Echocardiography at Newcastle University."
Newcastle University,Clinical Exercise Physiology MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5430f%2F&auth=aFPzU4FYjppU8ynsBmzFpw&profile=_default&rank=111&query=%7CstencilsCourseType%3Apostgraduate,Sport and Exercise Sciences,Our Clinical Exercise Physiology MSc prepares you to become a reflective and independent exercise physiologist through essential skills and knowledge in the field.
Newcastle University,Clinical Psychology (DClinPsych),https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8861f-135%2F&auth=qCdVTbP1bUsZbozd3qNOhg&profile=_default&rank=191&query=%7CstencilsCourseType%3Apostgraduate,Psychology,Our clinical psychology doctorate (DClinPsy) integrates research and clinical practice. It will prepare you for practice as a professional Clinical Psychologist.
Newcastle University,"Clinical Research MClinRes, PGDip, PGCert (E-learning) ",https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F4853p%2F&auth=%2FmwbiwWOX76SWLKgcpZPqQ&profile=_default&rank=136&query=%7CstencilsCourseType%3Apostgraduate,Biomedicine,"Our Clinical Research MClinRes, PGDip, and PGCert allow you to study clinical research in the context of your workplace. "
Newcastle University,Clinical Science MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5253p%2F&auth=8Op3aKo51yXySQ%2Fl7GGU7A&profile=_default&rank=124&query=%7CstencilsCourseType%3Apostgraduate,Biomedicine,Our MSc Clinical Science offers medical physics and physiological sciences pathways. We use facilities from Newcastle University and Newcastle Hospitals NHS.
Newcastle University,Cloud Computing MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5056f%2F&auth=buoNyuMNifesALux8fF43A&profile=_default&rank=224&query=%7CstencilsCourseType%3Apostgraduate,Computer Science,Our Cloud Computing MSc aims to produce experts who can work with companies to realise the business benefits of this exciting technology.
Newcastle University,Cognitive Behavioural Therapy PGDip,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F3550f%2F&auth=9588QGj%2Fpdp2dg%2F9GDtgWw&profile=_default&rank=131&query=%7CstencilsCourseType%3Apostgraduate,Psychology,Our Cognitive Behavioural Therapy PGDip produces psychological therapists competent in the practice of Cognitive Behavioural Therapy (CBT).
Newcastle University,Communications and Signal Processing MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5066f%2F&auth=%2FWTUsN6GXTUm%2ByePT0kkVA&profile=_default&rank=254&query=%7CstencilsCourseType%3Apostgraduate,Electrical and Electronic Engineering,The Communications and Signal Processing MSc equips you with the theory and practice necessary to begin a career as a design or development engineer in this exciting field.
Newcastle University,Computer Game Engineering MSc,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F5152f%2F&auth=hr2mTFZJq4PLZHBu0gqszg&profile=_default&rank=241&query=%7CstencilsCourseType%3Apostgraduate,Computer Science,"Interested in software engineering, real-time graphics programming and simulation technologies? Apply for our Master's in Game Engineering."
Newcastle University,Computer Science Integrated PhD,https://search.ncl.ac.uk/s/redirect?collection=neu-web-courses&url=https%3A%2F%2Fwww.ncl.ac.uk%2Fpostgraduate%2Fdegrees%2F8195f%2F&auth=63nose%2FO0Lrxq5gGmA%2BMbQ&profile=_default&rank=279&query=%7CstencilsCourseType%3Apostgraduate,Computer Science,Newcastle University's Integrated PhD in Computer Science combines taught Master's computer science modules with research.
